Technical Analysis,RSI,MACD,simple_moving_average_range_30_10,pivot_fibonacci,momentum_breakout_bands
,43.74,[-1.45920363 -1.67990057],123.93 : 122.27,[121.43278807 122.06054893 123.07667033 124.09279173],[123.9163205  122.26599884 120.61567719]
,,,,,
